locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDGAGDLB_03787	CDS	1017	ousX		COG2113	Glycine betaine-binding periplasmic protein OusX
FDGAGDLB_03788	CDS	1668				hypothetical protein
FDGAGDLB_03789	CDS	591				hypothetical protein
FDGAGDLB_03790	CDS	861	ousW_2		COG4176	Glycine betaine/choline transport system permease protein OusW
FDGAGDLB_03791	CDS	1029	gbuA_2	7.6.2.9		Glycine betaine/carnitine transport ATP-binding protein GbuA
FDGAGDLB_03792	CDS	1095				hypothetical protein
FDGAGDLB_03793	CDS	495				hypothetical protein
FDGAGDLB_03794	CDS	387				hypothetical protein
FDGAGDLB_03795	CDS	999	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FDGAGDLB_03796	CDS	867	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
FDGAGDLB_03797	CDS	474				hypothetical protein
FDGAGDLB_03798	CDS	777				hypothetical protein
FDGAGDLB_03799	CDS	1425				hypothetical protein
FDGAGDLB_03800	CDS	1296	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FDGAGDLB_03801	CDS	1167	hisZ			ATP phosphoribosyltransferase regulatory subunit
FDGAGDLB_03802	CDS	1173	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FDGAGDLB_03803	CDS	1872				hypothetical protein
FDGAGDLB_03804	CDS	825	yddE	5.1.-.-	COG0384	putative isomerase YddE
FDGAGDLB_03805	CDS	1434	hdc	4.1.1.22		Histidine decarboxylase
FDGAGDLB_03806	CDS	966	tdcB_3	4.3.1.19		L-threonine dehydratase catabolic TdcB
FDGAGDLB_03807	CDS	285				hypothetical protein
FDGAGDLB_03808	CDS	1443	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
FDGAGDLB_03809	CDS	2385				hypothetical protein
FDGAGDLB_03810	CDS	756				hypothetical protein
FDGAGDLB_03811	CDS	309				hypothetical protein
FDGAGDLB_03812	CDS	696				hypothetical protein
FDGAGDLB_03813	CDS	1854				hypothetical protein
FDGAGDLB_03814	CDS	1725				hypothetical protein
FDGAGDLB_03815	CDS	1386				hypothetical protein
FDGAGDLB_03816	CDS	483	elaA		COG2153	Protein ElaA
FDGAGDLB_03817	CDS	252	tusA		COG0425	Sulfur carrier protein TusA
FDGAGDLB_03818	CDS	924				hypothetical protein
FDGAGDLB_03819	CDS	765				hypothetical protein
FDGAGDLB_03820	CDS	504				hypothetical protein
FDGAGDLB_03821	CDS	2397	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
FDGAGDLB_03822	CDS	1083				hypothetical protein
FDGAGDLB_03823	CDS	438				hypothetical protein
FDGAGDLB_03824	CDS	1860				hypothetical protein
FDGAGDLB_03825	CDS	1947				hypothetical protein
FDGAGDLB_03826	CDS	153				hypothetical protein
FDGAGDLB_03827	CDS	1032				hypothetical protein
FDGAGDLB_03828	CDS	1353	dnaJ_3			Chaperone protein DnaJ
FDGAGDLB_03829	CDS	1461	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
FDGAGDLB_03830	CDS	510	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
FDGAGDLB_03831	CDS	1632				hypothetical protein
FDGAGDLB_03832	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
FDGAGDLB_03833	CDS	999	cysK_2	2.5.1.47		Cysteine synthase
FDGAGDLB_03834	CDS	1362	ynfM			Inner membrane transport protein YnfM
FDGAGDLB_03835	CDS	915	hcaR			Hca operon transcriptional activator HcaR
FDGAGDLB_03836	CDS	519				hypothetical protein
FDGAGDLB_03837	CDS	1020				hypothetical protein
FDGAGDLB_03838	CDS	1575	lutP		COG1620	L-lactate permease
FDGAGDLB_03839	CDS	159				hypothetical protein
FDGAGDLB_03840	CDS	633	rhtC_4		COG1280	Threonine efflux protein
FDGAGDLB_03841	CDS	258				hypothetical protein
FDGAGDLB_03842	CDS	1641				hypothetical protein
FDGAGDLB_03843	CDS	1161				hypothetical protein
FDGAGDLB_03844	CDS	279				hypothetical protein
FDGAGDLB_03845	CDS	513				hypothetical protein
FDGAGDLB_03846	CDS	663				hypothetical protein
FDGAGDLB_03847	CDS	711	alaS_2	6.1.1.7		Alanine--tRNA ligase
FDGAGDLB_03848	CDS	864	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
FDGAGDLB_03849	CDS	543				hypothetical protein
FDGAGDLB_03850	CDS	687				hypothetical protein
FDGAGDLB_03851	CDS	180	rpmF		COG0333	50S ribosomal protein L32
FDGAGDLB_03852	CDS	957	psdht	4.2.1.-		Phenylserine dehydratase
FDGAGDLB_03853	CDS	1185	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
FDGAGDLB_03854	CDS	2292				hypothetical protein
FDGAGDLB_03855	CDS	798	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
FDGAGDLB_03856	CDS	822	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
FDGAGDLB_03857	CDS	477	zur		COG0735	Zinc uptake regulation protein
FDGAGDLB_03858	CDS	399	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
FDGAGDLB_03859	CDS	1113	yjiA_2	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
FDGAGDLB_03860	CDS	831	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
FDGAGDLB_03861	CDS	756				hypothetical protein
FDGAGDLB_03862	CDS	483				hypothetical protein
FDGAGDLB_03863	tRNA	77				tRNA-Arg(tct)
FDGAGDLB_03864	CDS	294				hypothetical protein
FDGAGDLB_03865	tRNA	77				tRNA-Pro(tgg)
FDGAGDLB_03866	CDS	447				hypothetical protein
FDGAGDLB_03867	CDS	1107	acuC			Acetoin utilization protein AcuC
FDGAGDLB_03868	CDS	801	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
FDGAGDLB_03869	CDS	801	ribX_2			Riboflavin transport system permease protein RibX
FDGAGDLB_03870	CDS	966			COG0715	Putative thiamine biosynthesis protein
FDGAGDLB_03871	CDS	1053				hypothetical protein
FDGAGDLB_03872	CDS	852				hypothetical protein
FDGAGDLB_03873	CDS	1356				hypothetical protein
FDGAGDLB_03874	CDS	525				hypothetical protein
FDGAGDLB_03875	CDS	1314	dadA	1.4.99.-		D-amino acid dehydrogenase
FDGAGDLB_03876	CDS	1155	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
FDGAGDLB_03877	CDS	1089				hypothetical protein
FDGAGDLB_03878	CDS	543				hypothetical protein
FDGAGDLB_03879	CDS	447				hypothetical protein
FDGAGDLB_03880	CDS	528	apt	2.4.2.7		Adenine phosphoribosyltransferase
FDGAGDLB_03881	CDS	225				hypothetical protein
FDGAGDLB_03882	CDS	267				hypothetical protein
FDGAGDLB_03883	CDS	1713				hypothetical protein
FDGAGDLB_03884	CDS	795	pomA_3		COG1291	Chemotaxis protein PomA
FDGAGDLB_03885	CDS	693	motB_3		COG1360	Motility protein B
FDGAGDLB_03886	CDS	825	rbn_4	3.1.26.11		Ribonuclease BN
FDGAGDLB_03887	CDS	747				hypothetical protein
FDGAGDLB_03888	CDS	1407				hypothetical protein
FDGAGDLB_03889	CDS	1311				hypothetical protein
FDGAGDLB_03890	CDS	1368	dinB	2.7.7.7		DNA polymerase IV
FDGAGDLB_03891	CDS	567				hypothetical protein
FDGAGDLB_03892	tRNA	76				tRNA-Glu(ttc)
FDGAGDLB_03893	tRNA	76				tRNA-Glu(ttc)
FDGAGDLB_03894	tRNA	76				tRNA-Glu(ttc)
FDGAGDLB_03895	CDS	1257				hypothetical protein
FDGAGDLB_03896	CDS	801				hypothetical protein
FDGAGDLB_03897	CDS	1797	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
FDGAGDLB_03898	CDS	537	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin
FDGAGDLB_03899	CDS	321	parE4		COG3668	Toxin ParE4
FDGAGDLB_03900	CDS	246				hypothetical protein
FDGAGDLB_03901	CDS	321				hypothetical protein
FDGAGDLB_03902	CDS	1293	dnaK_2			Chaperone protein DnaK
FDGAGDLB_03903	CDS	960	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
FDGAGDLB_03904	CDS	1305	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
FDGAGDLB_03905	CDS	1242	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
FDGAGDLB_03906	CDS	1428				hypothetical protein
FDGAGDLB_03907	CDS	639				hypothetical protein
FDGAGDLB_03908	CDS	1167	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
FDGAGDLB_03909	CDS	927				hypothetical protein
FDGAGDLB_03910	CDS	876	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FDGAGDLB_03911	CDS	426	mauG	1.-.-.-		Methylamine utilization protein MauG
FDGAGDLB_03912	CDS	879				hypothetical protein
FDGAGDLB_03913	CDS	900				hypothetical protein
FDGAGDLB_03914	CDS	828				hypothetical protein
FDGAGDLB_03915	CDS	537	yrdA		COG0663	Protein YrdA
FDGAGDLB_03916	CDS	735	fliY		COG0834	L-cystine-binding protein FliY
FDGAGDLB_03917	CDS	876				hypothetical protein
FDGAGDLB_03918	CDS	1404	norG		COG1167	HTH-type transcriptional regulator NorG
FDGAGDLB_03919	CDS	1047	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
FDGAGDLB_03920	CDS	1284				hypothetical protein
FDGAGDLB_03921	CDS	936	gcvA_11			Glycine cleavage system transcriptional activator
FDGAGDLB_03922	CDS	912				hypothetical protein
FDGAGDLB_03923	CDS	906				hypothetical protein
FDGAGDLB_03924	CDS	1164	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
FDGAGDLB_03925	CDS	492	rpsI		COG0103	30S ribosomal protein S9
FDGAGDLB_03926	CDS	468	rplM		COG0102	50S ribosomal protein L13
FDGAGDLB_03927	CDS	444				hypothetical protein
FDGAGDLB_03928	CDS	288				hypothetical protein
FDGAGDLB_03929	CDS	918				hypothetical protein
FDGAGDLB_03930	CDS	795	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
FDGAGDLB_03931	CDS	636	rhtB_8		COG1280	Homoserine/homoserine lactone efflux protein
FDGAGDLB_03932	CDS	882	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
FDGAGDLB_03933	CDS	444	yccU		COG1832	putative protein YccU
FDGAGDLB_03934	CDS	642				hypothetical protein
FDGAGDLB_03935	CDS	129				hypothetical protein
FDGAGDLB_03936	CDS	900	pal_2			Peptidoglycan-associated lipoprotein
FDGAGDLB_03937	CDS	996	mscS		COG0668	Small-conductance mechanosensitive channel
FDGAGDLB_03938	CDS	582	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
FDGAGDLB_03939	CDS	315				hypothetical protein
FDGAGDLB_03940	CDS	951				hypothetical protein
FDGAGDLB_03941	CDS	1506				hypothetical protein
FDGAGDLB_03942	CDS	1416	ttuE	2.7.1.40		Pyruvate kinase
FDGAGDLB_03943	CDS	474	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
FDGAGDLB_03944	CDS	489	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
FDGAGDLB_03945	CDS	555				hypothetical protein
FDGAGDLB_03946	tRNA	77				tRNA-Asp(gtc)
FDGAGDLB_03947	tRNA	77				tRNA-Asp(gtc)
FDGAGDLB_03948	tRNA	77				tRNA-Asp(gtc)
FDGAGDLB_03949	CDS	1590	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
FDGAGDLB_03950	CDS	1068	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
FDGAGDLB_03951	CDS	924	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
FDGAGDLB_03952	CDS	843	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FDGAGDLB_03953	CDS	765	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FDGAGDLB_03954	CDS	1050				hypothetical protein
FDGAGDLB_03955	CDS	417				hypothetical protein
FDGAGDLB_03956	CDS	426		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
FDGAGDLB_03957	CDS	1983	gyrB_2	5.6.2.2		DNA gyrase subunit B
FDGAGDLB_03958	CDS	921	glsA2	3.5.1.2	COG2066	Glutaminase 2
FDGAGDLB_03959	CDS	582				hypothetical protein
FDGAGDLB_03960	CDS	627				hypothetical protein
FDGAGDLB_03961	CDS	567	ycaC_3	4.-.-.-	COG1335	putative hydrolase YcaC
FDGAGDLB_03962	CDS	2046	rhlE_3	3.6.4.13		ATP-dependent RNA helicase RhlE
FDGAGDLB_03963	CDS	447	nsrR_2			HTH-type transcriptional repressor NsrR
FDGAGDLB_03964	CDS	501				hypothetical protein
FDGAGDLB_03965	CDS	480	lrp_8		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_03966	CDS	171				hypothetical protein
FDGAGDLB_03967	CDS	1212	dinF		COG0534	DNA damage-inducible protein F
FDGAGDLB_03968	CDS	699	estB	3.1.1.1	COG0400	Carboxylesterase 2
FDGAGDLB_03969	CDS	1701			COG0840	Methyl-accepting chemotaxis protein
FDGAGDLB_03970	CDS	573	yceI_1		COG2353	Protein YceI
FDGAGDLB_03971	CDS	552	yceJ		COG3038	Cytochrome b561 
FDGAGDLB_03972	CDS	594	yceI_2		COG2353	Protein YceI
FDGAGDLB_03973	CDS	450				hypothetical protein
FDGAGDLB_03974	CDS	306				hypothetical protein
FDGAGDLB_03975	CDS	453				hypothetical protein
FDGAGDLB_03976	CDS	363				hypothetical protein
FDGAGDLB_03977	CDS	651				hypothetical protein
FDGAGDLB_03978	CDS	3711				hypothetical protein
FDGAGDLB_03979	CDS	564				hypothetical protein
FDGAGDLB_03980	CDS	1869				hypothetical protein
FDGAGDLB_03981	CDS	1812				hypothetical protein
FDGAGDLB_03982	CDS	210				hypothetical protein
FDGAGDLB_03983	CDS	237				hypothetical protein
FDGAGDLB_03984	CDS	390	doc		COG3654	Toxin Doc
FDGAGDLB_03985	CDS	825	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
FDGAGDLB_03986	CDS	423				hypothetical protein
FDGAGDLB_03987	CDS	621	fadR			Fatty acid metabolism regulator protein
FDGAGDLB_03988	CDS	1752	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
FDGAGDLB_03989	CDS	900				hypothetical protein
FDGAGDLB_03990	CDS	468				hypothetical protein
FDGAGDLB_03991	CDS	966				hypothetical protein
FDGAGDLB_03992	CDS	327	ebrA			Multidrug resistance protein EbrA
FDGAGDLB_03993	CDS	1191	ubiL_2	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
FDGAGDLB_03994	CDS	2436				hypothetical protein
FDGAGDLB_03995	CDS	1395	qseC	2.7.13.3		Sensor protein QseC
FDGAGDLB_03996	CDS	690	qseB			Transcriptional regulatory protein QseB
FDGAGDLB_03997	CDS	339				hypothetical protein
FDGAGDLB_03998	CDS	537				hypothetical protein
FDGAGDLB_03999	CDS	549		2.3.1.-	COG0110	Putative acetyltransferase
FDGAGDLB_04000	CDS	969				hypothetical protein
FDGAGDLB_04001	CDS	630				hypothetical protein
FDGAGDLB_04002	CDS	1071				hypothetical protein
FDGAGDLB_04003	CDS	405				hypothetical protein
FDGAGDLB_04004	CDS	906				hypothetical protein
FDGAGDLB_04005	CDS	324				hypothetical protein
FDGAGDLB_04006	CDS	264				hypothetical protein
FDGAGDLB_04007	CDS	1182	hdfR_9			HTH-type transcriptional regulator HdfR
FDGAGDLB_04008	CDS	1236				hypothetical protein
FDGAGDLB_04009	CDS	711				hypothetical protein
FDGAGDLB_04010	CDS	93				hypothetical protein
FDGAGDLB_04011	CDS	3054			COG0247	putative protein
FDGAGDLB_04012	CDS	414				hypothetical protein
FDGAGDLB_04013	CDS	507				hypothetical protein
FDGAGDLB_04014	CDS	465				hypothetical protein
FDGAGDLB_04015	CDS	450				hypothetical protein
FDGAGDLB_04016	CDS	201			COG0247	putative protein
FDGAGDLB_04017	CDS	1512				hypothetical protein
FDGAGDLB_04018	CDS	876	hdfR_10			HTH-type transcriptional regulator HdfR
FDGAGDLB_04019	CDS	1317	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
FDGAGDLB_04020	CDS	261			COG4095	Sugar transporter SemiSWEET
FDGAGDLB_04021	CDS	309				hypothetical protein
FDGAGDLB_04022	CDS	1014				hypothetical protein
FDGAGDLB_04023	CDS	2769	rbbA		COG0842	Ribosome-associated ATPase
FDGAGDLB_04024	CDS	1146	yhhJ		COG0842	Inner membrane transport permease YhhJ
FDGAGDLB_04025	CDS	1416		3.5.2.-		D-hydantoinase
FDGAGDLB_04026	CDS	1263	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
FDGAGDLB_04027	CDS	738	glnQ_4			Glutamine transport ATP-binding protein GlnQ
FDGAGDLB_04028	CDS	669	yecS_3		COG0765	L-cystine transport system permease protein YecS
FDGAGDLB_04029	CDS	798	glnH		COG0834	Glutamine-binding periplasmic protein
FDGAGDLB_04030	CDS	690	lutR_4		COG2186	HTH-type transcriptional regulator LutR
FDGAGDLB_04031	tRNA	77				tRNA-Val(gac)
FDGAGDLB_04032	tRNA	77				tRNA-Val(gac)
FDGAGDLB_04033	CDS	867				hypothetical protein
FDGAGDLB_04034	CDS	585	yncA_2	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
FDGAGDLB_04035	CDS	270				hypothetical protein
FDGAGDLB_04036	CDS	1218				hypothetical protein
FDGAGDLB_04037	CDS	981	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FDGAGDLB_04038	CDS	1005				hypothetical protein
FDGAGDLB_04039	CDS	1413	puuA_3	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
FDGAGDLB_04040	CDS	1101	potF_2		COG0687	Putrescine-binding periplasmic protein
FDGAGDLB_04041	CDS	1161	potA_7	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FDGAGDLB_04042	CDS	942	potH		COG1176	Putrescine transport system permease protein PotH
FDGAGDLB_04043	CDS	834	ydcV_7			Inner membrane ABC transporter permease protein YdcV
FDGAGDLB_04044	CDS	717				hypothetical protein
FDGAGDLB_04045	CDS	1404				hypothetical protein
FDGAGDLB_04046	CDS	1098	bepA_8	3.4.-.-		Beta-barrel assembly-enhancing protease
FDGAGDLB_04047	CDS	459	lrp_9		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_04048	CDS	1116	ald_2	1.4.1.1	COG0686	Alanine dehydrogenase
FDGAGDLB_04049	CDS	1854	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FDGAGDLB_04050	CDS	2070	bepA_9	3.4.-.-		Beta-barrel assembly-enhancing protease
FDGAGDLB_04051	CDS	642	hisB_2	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
FDGAGDLB_04052	CDS	876				hypothetical protein
FDGAGDLB_04053	CDS	354				hypothetical protein
FDGAGDLB_04054	CDS	582				hypothetical protein
FDGAGDLB_04055	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FDGAGDLB_04056	CDS	1350	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
FDGAGDLB_04057	CDS	1959	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
FDGAGDLB_04058	CDS	2091	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
FDGAGDLB_04059	CDS	783	mprA_2		COG0745	Response regulator MprA
FDGAGDLB_04060	CDS	1116				hypothetical protein
FDGAGDLB_04061	CDS	1938	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
FDGAGDLB_04062	CDS	1470	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
FDGAGDLB_04063	CDS	1167	cpoB			Cell division coordinator CpoB
FDGAGDLB_04064	CDS	495	pal_3			Peptidoglycan-associated lipoprotein
FDGAGDLB_04065	CDS	150				hypothetical protein
FDGAGDLB_04066	CDS	1371	tolB		COG0823	Tol-Pal system protein TolB
FDGAGDLB_04067	CDS	948				hypothetical protein
FDGAGDLB_04068	CDS	456	exbD		COG0848	Biopolymer transport protein ExbD
FDGAGDLB_04069	CDS	732	tolQ_2		COG0811	Tol-Pal system protein TolQ
FDGAGDLB_04070	CDS	462	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
FDGAGDLB_04071	CDS	1077	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
FDGAGDLB_04072	CDS	702	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
FDGAGDLB_04073	CDS	549	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
FDGAGDLB_04074	CDS	747			COG0217	putative transcriptional regulatory protein
FDGAGDLB_04075	CDS	2175				hypothetical protein
FDGAGDLB_04076	CDS	2226				hypothetical protein
FDGAGDLB_04077	CDS	2223				hypothetical protein
FDGAGDLB_04078	CDS	816	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
FDGAGDLB_04079	CDS	348				hypothetical protein
FDGAGDLB_04080	CDS	267				hypothetical protein
FDGAGDLB_04081	CDS	1983	tktA	2.2.1.1	COG0021	Transketolase 1
FDGAGDLB_04082	CDS	1008	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
FDGAGDLB_04083	CDS	723				hypothetical protein
FDGAGDLB_04084	CDS	435				hypothetical protein
FDGAGDLB_04085	CDS	645	thiE_3	2.5.1.3		Thiamine-phosphate synthase
FDGAGDLB_04086	CDS	567	efp			Elongation factor P
FDGAGDLB_04087	CDS	810	suhB_3	3.1.3.25	COG0483	Inositol-1-monophosphatase
FDGAGDLB_04088	CDS	1227				hypothetical protein
FDGAGDLB_04089	CDS	1185				hypothetical protein
FDGAGDLB_04090	CDS	1164	ompA			Outer membrane protein A
FDGAGDLB_04091	CDS	576				hypothetical protein
FDGAGDLB_04092	CDS	1683				hypothetical protein
FDGAGDLB_04093	CDS	618				hypothetical protein
FDGAGDLB_04094	CDS	540				hypothetical protein
FDGAGDLB_04095	CDS	1056	clpA_1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FDGAGDLB_04096	CDS	1305	clpA_2		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FDGAGDLB_04097	CDS	327	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
FDGAGDLB_04098	CDS	1353				hypothetical protein
FDGAGDLB_04099	CDS	750				hypothetical protein
FDGAGDLB_04100	CDS	1305				hypothetical protein
FDGAGDLB_04101	CDS	1416	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
FDGAGDLB_04102	CDS	1317	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FDGAGDLB_04103	CDS	888	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FDGAGDLB_04104	CDS	828				hypothetical protein
FDGAGDLB_04105	CDS	723				hypothetical protein
FDGAGDLB_04106	CDS	900				hypothetical protein
FDGAGDLB_04107	CDS	1014				hypothetical protein
FDGAGDLB_04108	CDS	1137	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
FDGAGDLB_04109	CDS	1158				hypothetical protein
FDGAGDLB_04110	CDS	591	nahD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
FDGAGDLB_04111	CDS	234				hypothetical protein
FDGAGDLB_04112	CDS	1059	ldh	1.4.1.9		Leucine dehydrogenase
FDGAGDLB_04113	CDS	630				hypothetical protein
FDGAGDLB_04114	CDS	1281	putA_1			Bifunctional protein PutA
FDGAGDLB_04115	CDS	2562	putA_2		COG0506	Bifunctional protein PutA
FDGAGDLB_04116	CDS	474	lrp_10		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_04117	CDS	612	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
FDGAGDLB_04118	CDS	1611		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
FDGAGDLB_04119	CDS	813	menB_2	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
FDGAGDLB_04120	CDS	2004	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
FDGAGDLB_04121	CDS	930	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
FDGAGDLB_04122	CDS	507	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
FDGAGDLB_04123	CDS	1680				hypothetical protein
FDGAGDLB_04124	CDS	1374	mepA		COG0534	Multidrug export protein MepA
FDGAGDLB_04125	CDS	1353				hypothetical protein
FDGAGDLB_04126	CDS	516				hypothetical protein
FDGAGDLB_04127	CDS	1656	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
FDGAGDLB_04128	CDS	294				hypothetical protein
FDGAGDLB_04129	CDS	417				hypothetical protein
FDGAGDLB_04130	CDS	942	gcvA_12			Glycine cleavage system transcriptional activator
FDGAGDLB_04131	CDS	258				hypothetical protein
FDGAGDLB_04132	CDS	921				hypothetical protein
FDGAGDLB_04133	CDS	870	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
FDGAGDLB_04134	CDS	1509				hypothetical protein
FDGAGDLB_04135	CDS	1782	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FDGAGDLB_04136	CDS	1074				hypothetical protein
FDGAGDLB_04137	CDS	1104	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
FDGAGDLB_04138	CDS	2178	lptD		COG1452	LPS-assembly protein LptD
FDGAGDLB_04139	CDS	1281	surA	5.2.1.8	COG0760	Chaperone SurA
FDGAGDLB_04140	CDS	1017	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FDGAGDLB_04141	CDS	870	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
FDGAGDLB_04142	CDS	633	gmk	2.7.4.8	COG0194	Guanylate kinase
FDGAGDLB_04143	CDS	885				hypothetical protein
FDGAGDLB_04144	CDS	789		1.-.-.-	COG1028	putative oxidoreductase
FDGAGDLB_04145	CDS	975	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
FDGAGDLB_04146	CDS	1260	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FDGAGDLB_04147	CDS	237	acpP_3		COG0236	Acyl carrier protein
FDGAGDLB_04148	CDS	741	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
